Column1;acctdesc;location;following;followers;totaltweets;usercreatedts;tweetcreatedts;retweetcount;hashtags;text;target
345;"🇪🇦NO feminista,
APOYO a 👑SM el Rey y a las FCSE🇪🇦
A la Democracia, Unidad, Constitución, Libertad, Derechos y Justicia ⚖️




⛔NO Mensajes

#VERDE";;376;314;16557;17/05/2020 20:02;25/12/2020 13:16;2;[];"@PabloEchenique Los únicos q dividen son los comunistas bananeros
Esto es REINO, DEMOCRACIA, MONARQUÍA PARLAMENTARIA y lo q no vamos a permitir es q ningún INmigrante venga a decirnos como vivir y q ser.
Si no le gusta váyase por donde llegó, q nadie le llamó y nos ahorramos lo q cobra por🤮odio";1
351;El que lee mucho y anda mucho, ve mucho y sabe mucho;España;195;55;1971;16/09/2017 12:54;25/12/2020 13:13;0;[];@bea_fanjul Si fuera negro o inmigrante ya lo habrian encontrado. Es muy fuerte y muy duro decirlo pero desgraciadamente nuestros politicos nos hacen pensar cosas asi.;1
352;Rojos (sociatas y podemonguer) ABSTENERSE...... ¡¡¡¡¡ separratas y nacionalistas aldeanos PALETOS, también. V.E.R.D.E. ¡¡¡¡;Palmer, AK;582;544;14629;11/03/2020 13:15;25/12/2020 13:11;0;[];De verdad, los españoles de bien, que madrugan para trabajar, que abren la puerta de su negocio, que pagan impuestos y respetan la Ley, se merecen mantener a este HIJO DE LA GRAN PUT*,inmigrante ingrato y policondenado? https://t.co/gtQTA6b6uq;1
361;Advertencia! no me escriban los peronchos y Kirchmierdistas los voy a bloquear a todos!!;;0;2;110;23/02/2016 19:09;25/12/2020 12:55;0;[];@vikidonda Negra de mierda chupa pijas con esa cara de verga mal gestada! Anoche comprobé que Papá Noel no existe le pedí    que te sacara del cargo en el que te pusieron y ya sabemos porqué (cuántas te habrás chupado?)y veo que aún seguís en el mismo cargo,voy a intentarlo para Reyes.....;1
374;Soberano supremo de Rusia, amado por mi pueblo y temido por mis enemigos.;Omsk, Rusia;127;71;6263;01/12/2015 22:59;25/12/2020 12:33;0;[];En el siglo XVIII cualquier persona tenía la misma condición ante la Ley, tanto si vivía en España como si vivía en América, Filipinas o Guam. Pero hoy en día no: un inmigrante ilegal puede cruzarse España entera mientras tú tienes que joderte y pasar la Navidad sin tu familia;1
376;Políticamente incorrecto. Bloqueado en Twitter por Pablo Iglesias, Antonio Maestre y algún batasuno. Si mis verdades te ofenden, quítate la venda de los ojos 🇪;Madrid, Comunidad de Madrid;5002;1909;12719;13/04/2012 12:54;25/12/2020 12:29;1;[];@PabloEchenique Tal vez. Pero habrían pagado la seguridad social a los pastorcillos. Estás más guapo calladito, defraudador inmigrante.;1
390;Español defensor de la libertad, de la igualdad, en contra de todas las imposiciones de la izquierda y cada vez mas preocupado por mi pais.;;4993;3878;22404;28/10/2018 16:02;25/12/2020 11:56;0;[];@jcfhornet1 ¿Entonces estarás de acuerdo conmigo en que  hay que desalojar a todos los Okupas que no han dado un palo al agua, o expulsar a los Menas que roban a los ancianos, y a que tus hijos hereden todo lo que has ganado con tu esfuerzo?;1
403;"Si me pruebas, repites y si me sigues, te sigo, pero no te pases me la das una vez, dos no... 🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦
V. E. R. D. E💚💚";Aranjuez, España;759;537;10586;12/11/2015 13:01;25/12/2020 11:27;0;[];Puto robocop, no hay forma de que le den el paseillo y le manden a su tierra pero en patera con agujeros https://t.co/azOhrigXUq;1
407;;;5221;4766;38914;02/11/2019 15:16;25/12/2020 11:21;7;[];ESTOY ESCUCHANDO A UN INMIGRANTE NACIONALIZADO ESPAÑOL QUE SE QUEJA DE NO SER INMIGRANTE ILEGAL PORQUE ELLOS ESTÁN EN EL MELIÁ CON PAGA MENSUAL SIN PEGAR GOLPE!;1
411;🇪🇦🇺🇲🇮🇱;Zaragoza, España;85;45;3205;24/11/2019 19:36;25/12/2020 11:16;0;[];@ProtheanTom @ierrejon Hay que tener poco corazón para meter delincuentes que vienen en patera en nuestra sociedad y luego destrozan la vida de la primera desgraciada que se les cruza 🖕🏻;1
414;ese whitie no aprenderá, saca la AK 🇩🇿✨;sanvi!;120;130;7655;28/01/2019 9:43;25/12/2020 11:13;0;[];el mejor twitter lol ns de que vas puta mora de los huevos, si no t gusta vete a tu pais🙄 https://t.co/yhwhWGxMk8;1
417;80.000 compatriotas fallecidos por una negligencia. Pero seguid pensando que los 126 de Gernika son más importantes. O un perro con ébola. Afiliado VOX 💚🇪🇸.;C.Madrid, R.Murcia, ESPAÑA;380;428;26693;20/08/2012 16:18;25/12/2020 11:00;0;[];@PabloEchenique Inmigrante go home.;1
422;"Celebrar un panenka de Ramos en el Pizjuán no tiene precio.
➕💪🏼
La Antilla🌡️
Real Madrid ⚪ - Extremadura UD 💙❤️ -  CR7👑 - Selu🎩";;1973;647;18581;30/04/2013 18:36;25/12/2020 10:43;0;[];@danirRMCF Para poder salir, estar en hoteles y viajar, tienes que llegar en patera, ánimo.;1
425;"¡Con El Rey, por España!
                                      
Español de Badajoz afiliado activista VOX desde 2014.



@vox_es V.E.R.D.E.

 🇪🇸 ¡Viva España!";España;2626;2630;91749;18/12/2010 21:07;25/12/2020 10:35;0;[];"La ""nueva política"" del vetusto comunismo de @PabloEchenique y su lucha contra los Austrias o la ignorancia e ineptitud absoluta de la Ultraizquierda inmigrante subvencionada. https://t.co/7fne98LBam https://t.co/MjbEy0pcmF";1
427;Tiempos dificiles donde la gente se deja manipular por políticos sin escrúpulos.;;151;100;4162;12/03/2012 22:59;25/12/2020 10:30;0;[];"@ComtatB @OnVasBarcelona Manipular? El gobierno de esta señora ha defendido actividades ilegales, manteros, menas delinquentes y eso provoca un efecto llamada. Las actividades de este tipo se han multiplicado desde que es alcaldesa.
No es algo nuevo con la pandemia, es su modelo de crecimiento";1
432;Our believes form our values 🇪🇸;Cafeta del Prefa;229;55;1414;21/12/2011 8:06;25/12/2020 10:20;0;[];@JositoRCD1987 @SR_VALDES1 @reina_elartista Los únicos racistas que tenemos en España son los Independentistas. No soy racista, soy ordenado. Inmigrante legal si, inmigrante ilegal no. Tanto os cuesta entender?;1
434;vecino de la república de independencia y sueño con verla como era antes,no me interesa tu postura política jjvv 13;;3459;1250;9945;23/04/2010 22:58;25/12/2020 10:12;11;[];El inmigrante vive en su metro cuadrado,le importa una reverenda raja su entorno,calles sucias,ruídos molestos hasta esta hora,apelan al racismo cuando se les pide q cumplan las reglas, cero empatía,  cada dia q pasa, mas los detesto csm;1
440;"Prohíbido el paso a los lacitos amarillos,a los proetarras y a los borreguitos progres. 
Merma Block activado.";Madrid, Comunidad de Madrid;1066;2303;57085;29/04/2019 14:42;25/12/2020 10:01;1;[];"Hola @CruzRojaEsp  , si os sobra un ratito de hacer fiestas con los inmigrante ilegales podeis pasaros por aqui.
De nada. https://t.co/rY9EpgBvA3";1
446;"Biólogo. Liberal.
El socialismo es como una trampa para ratones. Funciona porque el ratón no entiende por qué el queso es gratis. 💚💙💙🇪🇦🇪🇸";;4926;3574;13273;04/01/2020 8:04;25/12/2020 9:40;1;[];"@TeresaRodr_ Le echaron de su partido porque es inaguantable. En Andalucía no quieren a esta canteta porque ni sabe hablar. Es una parásita que sólo ha vivido de chiringuitos. Protege a sus niños Menas delincuentes y violadores. Y está a favor de okupar casas a gente trabajadora.

Una joyita.";1
472;Cansada de este infierno llamado Argentina;Lanús Oeste, Argentina;96;37;903;07/05/2019 18:12;25/12/2020 8:14;0;[];Bueno, yo me voy a dormir, tranquila, pensando en que soy blanca y no una negra de mierda;1
476;“Los españoles son ejemplo que no parece excepción, pues siendo generalmente de estatura pequeña lagrandeza del corazón es tan 🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸;Cataluña, España;825;743;8131;11/08/2018 20:15;25/12/2020 7:41;2;[];"@tabarniaBCN @janetsanz Ha hecho una gestión ecológica buena, ha echado a la Nissan.
3500 Catalanes se tendrán que dedicar a la agricultura.
El Gremio del robo ya está ocupado por sus Menas.";1
479;Tengo lo mismo de morro que de potorro. 💚🇪🇸🇪🇸🇪🇸;Barbate, España;614;329;456;24/12/2020 10:01;25/12/2020 7:32;2;[];Feliz Dia de Navidad a los fachas de bien. El resto soís gentuza (.rojos, comunistas, progres, podemierdas, feminazis, etarras, pederastas, violadores, maltratadoras, menas, pateranos, perroflautas, estómagos agradecidos, los de la ceja, antitrump, abortistas, eutanasistas);1
494;"biografía?!
soy un ser espiritual viviendo una experiencia material...lo demás todo puede suceder!🤗😘
POLISEXUALPOWER!";Piensame Y Estare A Tu Ladito!;1546;1677;20468;09/08/2016 18:52;26/12/2020 23:40;0;[{'text': 'salvamedeluxe', 'indices': [232, 246]}, {'text': 'GobiernoSocialcomunista', 'indices': [248, 272]}];"*Ertes =sin cobrar
*Salario s.basico= es humo
*subidas salariales = no si no eres politic@.
*ancianos = en el abandono total x parte de la administarción.
*jovenes = nada/ las ayudas para los MENAS.
¿NO SE IBA A QUEDAR NADÍE ATRÁS?
#salvamedeluxe 
#GobiernoSocialcomunista";1
505;𝙏𝙧𝙪𝙨𝙩 𝙣𝙤𝙗𝙤𝙙𝙮.;1969;483;954;14757;13/03/2014 7:37;26/12/2020 23:18;0;[];@sabahkdd Por fin a la puta mora le gusta alguien;1
533;"""Somos la memoria que tenemos y la responsabilidad que asumimos, sin memoria no existimos y sin responsabilidad quizá no merezcamos existir"" Jose Saramago";España;608;801;24776;27/07/2011 23:10;26/12/2020 22:48;0;[];Barcelona ya se esta pareciendo mas a un suburbio de Dakar que a una ciudad EU. Cada dia robos de menas en plena calle y ahora esto https://t.co/1xWe5igMjx;1
536;;;5237;5530;125175;26/05/2014 17:49;26/12/2020 22:45;7;[];El gobierno de Canarias pide ayuda para gestionar 2.632 menas. Ha recibido 10.000 millones de euros. Con ese dinero puede fletar todos los aviones necesarios para devolverlos a sus padres en Casablanca. Porqué tenemos que hacernos cargo de los hijos de los marroquíes? https://t.co/66Zjk5nJ34;1
538;"""Somos la memoria que tenemos y la responsabilidad que asumimos, sin memoria no existimos y sin responsabilidad quizá no merezcamos existir"" Jose Saramago";España;608;801;24776;27/07/2011 23:10;26/12/2020 22:43;0;[];Y mietra Barcelona esta siendo arrasada estos dias por cientos de robos en plena calle y cualquier hora por hordas de menas https://t.co/RYZlgZz1cs;1
552;;barri besòs;75;25;3807;05/09/2009 20:18;26/12/2020 22:31;0;[];@fepol_ @bcn_ajuntament aquí los tontos hacen carteles y Colau lo permite,como la ocupación, trapicheo,MENAS,etc..;1
560;;;47;0;145;26/05/2014 0:34;26/12/2020 22:23;0;[];@HS_Sanjo @eltiocarlos4 @A3Noticias No está entrando tanta basura como estos últimos años. Y deja ya de pintarlo como pobrecitos indefensos muertos de hambre que los viajes en patera los graban con móviles de gama alta mientras cantan y se les ven muy sanos, de pobrecitos nada.;1
561;;;47;0;145;26/05/2014 0:34;26/12/2020 22:21;0;[];@HS_Sanjo @Santanaasecas @A3Noticias ¿Y qué esperas que mire primero por los de fuera antes que por los míos? País bonito el que se está quedando con toda la chusma progre, llenando el país de moros y menas que sólo saben dar por culo, robar, dar palizas y violar. Ojalá te toque verás que rápido cambias de opinión.;1
562;;;607;43;1628;07/12/2011 18:30;26/12/2020 22:21;0;[];@OnVasBarcelona Es la Barcelona de la chapuzas @AdaColau una Barcelona gris, llena de MENAS, insegura, sucia, policia pasiva, donde están? Cementos, terrazas en asfalto, donde está la seguridad vial?;1
563;"Cuentista rojeras

https://t.co/HDdIEzchAe";;411;1312;185350;02/02/2013 21:35;26/12/2020 22:20;1;[];Ya, Olga, pero es que cuando llegan les dan un móvil y los alojan nosedonde y menuda vidorra se pegan vaya envidia de ser inmigrante eono https://t.co/aoRDrR4Wmd;1
573;;;1440;470;73;16/12/2020 22:17;26/12/2020 21:47;0;[];@eledhmel Las feministas nunca defienden a las niñas blancas que los menas moros y negros violan;1
585;Hasta el mismo rabo de tanta basura viviendo del esfuerzo de los trabajadores. ¡Viva España! #VOX;;509;386;308;26/12/2012 11:27;26/12/2020 21:26;0;[];@Dani11his @Alberto_jc @sanidadgob Yo espero que las primeras vacunas sean para todo aquel inmigrante que entre ilegalmente, ya que son los primeros para otras cosas, que para esto lo sean también.;1
589;Tengo 3 patrias: la Libertad, Castilla y España. Jefe del Departamento de Estadística en @PerspectivaLib.;Libertad;756;292;3935;04/05/2019 12:23;26/12/2020 21:18;1;[];Los Menas liándola por Madrid. Gracias @MarcosLunaRMCF por dar testimonio de una situación que por desgracia cada vez se repite más por la geografía española https://t.co/EY6f8nROj7;1
595;🖤🇪🇦💚 Español a mucha honra !;Tarragona, España;907;629;822;13/05/2012 2:54;26/12/2020 21:14;0;[{'text': 'GobiernoCriminalyCorrupto', 'indices': [226, 252]}];"@sanchezcastejon Le pagas hoteles a los que llegan en patera, que por cierto sale de nuestro trabajo no del tuyo y a los camioneros los dejas tirados, esos camioneros con su esfuerzo y su trabajo hacen que tu comas  cada día.
#GobiernoCriminalyCorrupto
Menos patera más bandera.!";1
612;Si los pobres votan a izquierdas y los ricos a derechas, piensa quién va a hacer políticas para que haya mas pobres.;España;13827;14424;73723;04/04/2019 18:20;26/12/2020 20:55;0;[];"@ngelitobravo1 @MarijoGD1 Pobres los que duermen en la calle.
Los menas viven como muchos de los españoles querrían vivir a esa edad.
Todo pagado, compartiendo mansión con los colegas y sin que les falte ropa, bebida y vicios.";1
614;"Amante de la historia militar y la economía
Aficionado de la Psicología de las emociones
Español y Patriota
Siempre abierto al debate amistoso y con respeto";España;177;108;72;25/12/2020 9:24;26/12/2020 20:55;1;[];La situación en Canarias sigue siendo crítica, una horda de inmigrantes invadiendo la isla y el gobierno afirmando que son seres de luz a pesar de los crimenes cometidos por parte de éstos . Marruecos utiliza a los inmigrantes cómo presión política https://t.co/aWG3AZnhAc;1
620;;;153;63;4400;15/03/2020 20:06;26/12/2020 20:51;0;[];@abc_es Si hubieran tenido una patera como medio de transporte, otro gallo les hubiera cantado. Al menos con este gobierno.;1
623;"En Madrid, luchando contra la dictadura de Pedro Sánchez .
 Fuimos una sociedad libre.
Vigésima quinta cuenta que abro.";;577;173;1483;16/10/2020 15:01;26/12/2020 20:49;0;[];"Los camioneros españoles atrapados en el atasco son tontos.
 Si en vez de haber estado trabajando y pagando impuestos hubiesen ido en patera con una bola de hachís en el culo, el Gobierno de España les instslaría en un hotel de 4 estrellas.";1
641;No me aburras con los detalles de tu incompetencia.;Granada, España;141;4;178;18/09/2019 16:53;26/12/2020 20:29;0;[];"@azota_progres @CruzRojaEsp Menas = subvencion
Camioneros = no subvencion

No hay otra explicación";1
652;"🏉🥋🇪🇦 #teamvox ❤️🇪🇦💚
NO OLVIDAMOS, COMUNISTAS
#putoreggaeton 
#Valenciacity
#noalcarrilbici
🇪🇦💪🏾🇪🇦💪🏻🇪🇦💪🏾🇪🇦💪
#gobiernodimision";Valencia;2656;2514;39991;16/06/2011 21:00;26/12/2020 20:14;2;[];Eso es x trabajar con un camión. Si tuvieras una patera, en Canarias tienes alojamiento 5***** nada más llegar https://t.co/OOvUoCYiDb;1
653;Ser leal me llevo en ocasiones a ser políticamente incorrecto, a no estar de acuerdo con todos y decirlo. A defender aquello en lo que creo.Honor y justicia;;5001;3995;26284;26/04/2019 23:15;26/12/2020 20:13;64;[{'text': 'VoxExtremaNecesidad', 'indices': [83, 103]}, {'text': 'vox', 'indices': [104, 108]}];En la ciudad de la delincuencia en Barcelona, un inmigrante robando a un anciano.. #VoxExtremaNecesidad #vox https://t.co/I9EWO3QLMT;1
654;Salir en bicicleta 🚴 y escuchar música 🎶 🎵 🎧 de DERECHA EXTREMA 💪 🇨🇱 KAST PRESIDENTE!! 🇨🇱 AMO A MI PAÍS CHILE 🇨🇱;Concepción, Chile 🇨🇱 ;388;168;479;16/11/2020 6:30;26/12/2020 20:11;0;[];@ukayaya @Gatosotog @biobio Casate con un inmigrante asqueroso entonces 🤷‍♂️;1
656;;Badajoz, España;164;90;2598;24/03/2011 20:32;26/12/2020 20:09;0;[];@ierrejon A ver soplapollas, que las vacunas las hemos pagado los españoles y extranjeros que pasamos y hemos pasado por la Agencia Tributaria. Tus amigos los menas y los vagos que no han cotizado en su pula vida, esos se beneficiarán por la jeta.;1
661;;;9;0;87;23/09/2020 18:31;26/12/2020 20:05;0;[];@okdiario No me entra en la cabeza como un presidente de gobierno puede ser tan inepto e irresponsable. Los madrileños confinados y el gobierno nos manda a los inmigrantes llegados en patera que campan libremente por las calles y Barajas.... Un coladero.;1
680;;;570;282;2165;28/11/2019 20:59;26/12/2020 19:17;0;[];@floresdflorenci No me digas nada que llegó un inmigrante a arrendar la casa de al lado y desde el 24 no ha parado con su música centroamericana de mierda.;1
693;yos;;908;1127;27215;07/02/2018 21:47;26/12/2020 19:04;0;[];Inmigrante ilegal asesina a su ex pareja y ahora está prófugo. Regulen la puta inmigración. https://t.co/p5oXAkMJAz;1
708;Soy una respuesta a la sociedad actual. 🇨🇱 Hago vídeos en YouTube. all communists are bastards;Chile;408;850;5909;15/01/2017 14:40;26/12/2020 18:32;0;[];"No se si es hombre, mujer, bestia o lo que sea, pero es repulsivo. 
Inmigrante ilegal y presunto asesino, espero que lo encuentren rápido y confirmen su culpabilidad para que ojalá, pague caro. Lo primero sería deportarlo y encarcelarlo en su país de origen. https://t.co/74ZbCV4GdX";1
709;"Ha llegado el tiempo del mediocre!!! Y esto sólo lo cura unas buenas suelas!!!
V.E.R.D.E
Este Gobierno infame me hace decir palabrotas a todas horas!!!";;6639;7247;52190;29/10/2017 17:15;26/12/2020 18:30;31;[];"1. Que llegas en patera, no has cotizado en tu vida y encima eres un ilegal. El Gobierno de España te da hotel, movil, dinero y hasta condones. 
2. ¿Eres un currito español atrapado en Inglaterra? Te jodes.

Para todo lo demas DESGOBIERNO DE ESPAÑA. https://t.co/Oig7Dw6TAD";1
713;Derechista siempre. Facho Pobre ¿Y Qué? Todo lo que huela a zurdo, pase de largo. Me weveas, te bloqueo. FFAA, Carabineros y PDI, por siempre;;3401;2426;3241;19/02/2020 4:08;26/12/2020 18:25;0;[];@juanpapelillo @elcapitalchile Oye pelotudo....infórmate y busca quien fue el asesino....un inmigrante de esos renglones de la izmierda golpista;1
716;;;1;2;457;25/09/2018 17:39;26/12/2020 18:22;0;[];@Carloz13476 @veiga_rivas @PODEMOS Oye y q con to sus huevos niega q el gobierno sea bilduetarra, yo esq me meo. Enga,ya lloraréis vosotros cuando estéis aun más pobres xq estw gob se dedica a regalar dinero a menas y demás calaña;1
725;Procura no ir esparciendo espinas por el camino... tal vez te toque volver descalzo...;Santiago, Chile;5717;5307;7758;29/03/2020 0:35;26/12/2020 18:11;0;[];@manuariari @LaLeyEsRelativa Esto afecta a todo nuestro país con la llegada de tanto inmigrante nuestro país completo se va empobreciendo;1
727;;;315;39;8499;08/10/2013 13:34;26/12/2020 18:08;0;[];Saludos!!Los Sectarios Progres siguen echando mierda sobre Ayuso,que es lo único que saben https://t.co/DQevhHpdsL Presidenta trabaja y se desvive por la Salud y bienestar de los Madrileños.Otras,como Isa Serra,provocan KalesBorrokas vallecanas y amparan delincuentes MENAS... https://t.co/cKZGuswOus;1
734;Jefferson uber alles;ubi libertas ibi patria;2177;3117;122431;12/05/2011 16:59;26/12/2020 17:57;1;[];"De verdad están viniendo marroquíes en patera a hacer entrenamientos militares en las playas de España y el @EjercitoTierra @guardiacivil @policia @interiorgob no hacen nada?

Cuando haya atentados y muera gente la culpa de esto va a ser de los políticos que les han dejado entrar https://t.co/QH8CH8OIh0";1
738;Periodista, saqué la carrera el mismo día, con el mismo título y en la misma Jiuniversity que Prescolar y Maestre. mi compañero de pupitre Lacambra,da fe.;;72;191;33971;22/03/2020 20:11;26/12/2020 17:55;0;[];"La @AndaluciaJunta con el apoyo de @AndaluciaVox ?se van a gastar 12000€ por inmigrante ilegal para buscarle faena, mientras a ti español que te den por culo.
Estos de @VOX_Congreso eran los que venían a cambiar las cosas?
@MeerRocio @eledhmel @rubnpulido @CristinaSegui_ https://t.co/Ymad8qWgQx";1
758;Nunca he tenido una gripe, enfado ni opinión que durasen más de una semana. Conocido como “ese que saluda al chofer”.;Gran Canaria, mejor persona;497;25268;142774;08/11/2013 21:10;26/12/2020 17:28;1;[];Un maldito inmigrante ataca sin razón a un pobre muchacho de raza Cristiana. A pesar de que el muchacho no para de decir Ok Ok. https://t.co/IsmF7i5Pcy;1
769;https://t.co/iW97HhZiuX;Gijón - Asturias - España;2635;1780;36103;10/08/2018 11:11;26/12/2020 17:12;6;[];"@hermanntertsch Es que me dan ganas a mí de irme a Marruecos, subirme a una patera, y desembarcar en Canarias. 
Menuda vidorra... hotel, comida, mujeres, fiesta... 
No sé qué narices hago madrugando para ir a trabajar, sinceramente...";1
783;Español hasta la médula  votante de Vox mis hijos y nietos no verán una República bolivariana lo juro.;;456;412;20628;16/01/2014 13:24;26/12/2020 16:52;0;[];Una patera con 32 migrantes llega a la costa de Fuerte ventura. Venga alegría q son 300.000 pavos diarios darles cobijo a estos holgazanes. https://t.co/jFvL6VgHmD;1
800;;Sevilla;149;36;35;31/01/2011 12:15;26/12/2020 16:25;0;[];@EstadoDAlarmaTV  acompañando a mi madre para la prueba del covi y sin sala de espera. En la calle tirados los acompanñantes. Solo si q llegas en patera hotelazo y aviones gratis. La herencia de los socialistas regalándose el dinero y gastado en juergas sin invertir en sanidad. https://t.co/Y0DtICarBe;1
806;;;808;772;10906;25/12/2018 14:00;26/12/2020 16:17;0;[];@tabarniaBCN @Barcelo22324375 Y nos van a poner una vacuna hecha a base de la cepa anterior? Yo soy solidaria regalo mi cacuna a los menas y podemits;1
808;🇪🇺 | Pro Fortnite |;;435;166;1524;11/10/2020 18:01;26/12/2020 16:16;0;[];@SAMIROTAS Ok, puto moro, la proxima trae un contrato de inmigrante en la patera;1
813;;;109;123;6379;02/07/2020 18:35;26/12/2020 16:13;0;[];@rubnpulido A la mafia del estrecho les sale más a cuenta una patera de estos “niñatos subsaharianos” que traer fardos de marihuana.;1
819;"Sufrimiento es igual a recompensa, dolor es igual a victoria.

Boxeo. 


Recuerda, España, que tú riges el imperio de los mares";;224;42;2520;20/02/2020 15:45;26/12/2020 16:04;1;[];"@abalosmeco tiene abandonados a 4000 camioneros en Reino Unido.
Eso si, a los inmigrantes que llegan en patera a España se les mete en un hotelazo.
Gobierno de inútiles e incompetentes";1
820;Tandil;;376;599;5582;10/06/2019 1:05;26/12/2020 16:03;0;[];@aguss_marino7 Gitana de mierda;1
828;"nacido 4/8/1964
HASTA LOS COJONES DE COMUNISTAS, MUSULMANES Y SEPARATAS
QUIERO OTRA VEZ ESPAÑA UNA GRANDE Y LIBRE";CONTRA EL NOM;373;740;62518;02/11/2010 15:27;26/12/2020 15:54;0;[];"Putos MENAS a Marruecos a delinquir a su país, hasta cuándo las autoridades seguirán ignorando el peligro potencial de esta gentuza

Una joven resulta herida tras ser apedreada una guagua en Copherfam https://t.co/HF43AhHHfm";1
842;She/Her. Profe de lengua. Cosplayer. Actriz. Escribiente. Feminista. Rolera. Secretaria de @tesoroarcano;mokonacosplay@hotmail.com;650;1025;83958;27/05/2011 14:37;26/12/2020 15:17;0;[];Tenemos en la mesa de al lado a unos franquistas diciendo que si hundieran una sola patera ya no vendrán más y que Hitler lo único que hizo mal fue intentar ir a por Rusia en lugar de ir a por África.;1
863;Soy una persona sorda desde hace 10 años pero oigo gracias a un IMPLANTE COCLEAR;Gijón, España;434;186;2744;30/11/2017 14:04;26/12/2020 14:55;0;[];@SVQ666 @rociogrande1 @JesusCintora AMIGU atrapado, te puedo decir tu estás en esas v con ondicionrs por pagar impuestos, si en lúgubre de traba bajar y cotizar estuvieras en una patera estarías en un hotel de 5 Estrellas en Canarias;1
864;🇨🇱;Santiago, Chile;151;12;146;08/07/2020 20:23;26/12/2020 14:55;2;[{'text': 'haitianos', 'indices': [0, 10]}, {'text': 'venezolano', 'indices': [11, 22]}, {'text': 'colombiano', 'indices': [23, 34]}, {'text': 'chile', 'indices': [90, 96]}, {'text': 'inmigrante', 'indices': [100, 111]}];"#haitianos #venezolano #colombiano están destruyendo nuestros barrios y están destruyendo #chile
El #inmigrante trajo suciedad y delincuencia. Esa es la idiosincrasia de esos países bananeros.";1
868;músico poeta y loco y más;México DF;395;94;5272;16/04/2010 4:29;26/12/2020 14:50;0;[];@FelipeA50820810 Puro inmigrante delincuente de Centroamérica que solo viene a robar y perturbar a los mexicanos.;1
869;🇪🇸🇪🇸🇪🇸Luchador🇪🇦🇪🇦🇪🇦;Principado de Asturias, España;5977;5961;86094;28/02/2019 14:48;26/12/2020 14:50;96;[];Pues si hubiera gobernado podemos María no tendría hijos porq le dirían que abortara,José le habrían colocado en un chiringuito lgtbi,y los reyes magos no utilizarían camello y traerían regalos,vendrían en patera y pedirían la paguita...ahora vuelve por otra. https://t.co/GurrqisGc7;1
874;;En La Carretera;24;2;99;25/12/2020 19:21;26/12/2020 14:34;0;[];"El comunismo odia la democracial y abandona al ESPAÑOL
El comunismo apoya a los ETARRAS  TERRORISTA Y apoya al patera perjudicando al ESPAÑOL https://t.co/CsbfZSr7Xk";1
875;Descendiente de padre carpintero y abuelo carpintero. Luchó contra la burguesía de derecha e izquierda. #nomasEstado;Santiago, Chile;261;18;1968;13/03/2020 17:37;26/12/2020 14:31;0;[];@delosquesobran Ahora la culpa es el izquierdo? Manga de aweonaos que defienden a un inmigrante ilegal;1
879;De Zamora. Presidente Asoc Taurina Amigos del Toro de Lidia Gerente Caseta El Ruedo Promotor. Pintor_rotulista;Málaga, España;457;222;1261;09/01/2016 17:56;26/12/2020 14:22;0;[];@PabloEchenique Fijate piltrafa que VOX existe hoy y un inmigrante desgraciado y chupoctero como tu sigues viviendo en ESPAÑA cuando habria que haberte pegado la patada y para Argentina ya hace mucho tiempo;1
880;Marido, papá 👪💖...aficionado a la Meteorología 🌨️🌪️⛈️🌀❄️☃️ sobre todo a lo extremo, pondré algunas noticias de interés entre otras cosas. Sígueme! 👏🎉;Vallecas-Madrid-España;1686;1173;11821;26/12/2010 5:35;26/12/2020 14:21;0;[];@ISincrasia @tenerife_meteo Te metía en una patera en mitad del Atlántico, tranquilo indio, es humor.;1
887;Analista, pensador, creador.;Los Ríos, Chile;48;4;173;27/10/2020 21:55;26/12/2020 14:15;0;[];@CHVNoticias TREMENDO LEGADO NOS LLENO EL PAÍS DE DELINCUENCIA EXTRANJERA Y LAS CALLES DE POBREZA INMIGRANTE.;1
889;Dicen que nunca se rinde;Sevilla, España;24;117;10575;02/06/2016 13:29;26/12/2020 14:15;0;[];@telediario_tve Oye TVE ya que sois la TV del régimen comunista que tenemos sabéis si alguien del gobierno bolchevique ha hecho alguna gestión por estas personas ?? Me da que NO , si estuviesen en una patera y no en un camión verás qué rápido estarían en un hotel verdad ,;1
903;Señor, dame la gracia de serte fiel hasta mañana.;España;161;281;45448;25/07/2011 9:20;26/12/2020 13:50;0;[{'text': 'Gobierno', 'indices': [102, 111]}];"@JesusEspillaque @SamuelAyuso @AdrianBelaza Y digo yo, ¿no sera la dimisión de @sanchezcastejon o del #Gobierno entero? Pongo por caso. Están entrando por  Canarias y por Andalucía un montón de inmigrante ilegales, con Covid incluido, y nadie dice naaaaa.
Y q conste q yo no soy del PP pero sube el pan y dimisión de Ayuso https://t.co/EHDDFaZEDh";1
907;Empezando a descubrir twitter...cordobesista al 200%, amigo de mis amigos...peculiar ...;;54;38;2461;14/11/2012 12:44;26/12/2020 13:41;0;[];"@JmMartinezAyala @mushocordoba Porque aquí somos ""buenistas"" por no decir gilipollas...nos cuesta cada inmigrante 80 euros al día en esos hoteles, que seguramente destrozaran mientras hay familias españolas con serios dramas económicos y sociales sin atender, y con un país con más de 1 billón deuda pública..";1
